City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
256,Kruisfontein,ZA,-34.0033,24.7314,63.0,88,90,3.0,light rain,2021-01-24 23:39:34
257,Saint-Augustin,CA,51.226,-58.6502,33.94,89,89,16.69,overcast clouds,2021-01-24 23:39:34
258,Beringovskiy,RU,63.05,179.3167,-0.54,92,90,14.43,overcast clouds,2021-01-24 23:39:34
259,Kendari,ID,-3.945,122.4989,76.46,90,100,3.6,overcast clouds,2021-01-24 23:39:35
260,Tula,RU,54.2044,37.6111,34.75,88,100,12.86,light snow,2021-01-24 23:39:35
261,Rameshki,RU,57.3439,36.0453,35.47,99,100,11.63,overcast clouds,2021-01-24 23:39:35
262,Vestmannaeyjar,IS,63.4427,-20.2734,31.66,88,96,11.74,overcast clouds,2021-01-24 23:39:35
263,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,73.78,68,29,9.78,scattered clouds,2021-01-24 23:39:35
264,Tromso,NO,69.6496,18.957,17.6,62,75,11.5,broken clouds,2021-01-24 23:39:35
265,Korla,CN,41.7597,86.1469,18.18,84,42,2.17,scattered clouds,2021-01-24 23:39:36
266,Winsford,GB,53.1833,-2.5167,30.0,90,59,4.47,broken clouds,2021-01-24 23:39:36
267,Broken Hill,AU,-31.95,141.4333,95.0,14,100,13.8,overcast clouds,2021-01-24 23:36:27
268,Brunico,IT,46.7958,11.9364,19.0,77,4,1.01,clear sky,2021-01-24 23:39:36
269,Bobo Dioulasso,BF,11.1771,-4.2979,71.6,33,0,6.91,clear sky,2021-01-24 23:39:36
270,West Richland,US,46.3043,-119.3614,36.0,75,90,3.44,light rain,2021-01-24 23:35:00
271,Wuxue,CN,29.8506,115.5525,47.41,90,100,0.81,light rain,2021-01-24 23:39:36
272,Lebu,CL,-37.6167,-73.65,56.79,73,0,18.07,clear sky,2021-01-24 23:39:37
273,Sur,OM,22.5667,59.5289,67.19,51,0,11.18,clear sky,2021-01-24 23:39:37
274,Alice Springs,AU,-23.7,133.8833,86.0,51,40,18.41,scattered clouds,2021-01-24 23:37:03
275,Mamou,GN,10.5,-12.0,65.28,26,0,2.3,clear sky,2021-01-24 23:39:37
276,Puerto Del Rosario,ES,28.5004,-13.8627,62.6,82,0,6.91,clear sky,2021-01-24 23:39:37
277,Hasaki,JP,35.7333,140.8333,43.0,93,20,9.22,few clouds,2021-01-24 23:39:13
278,Palu,ID,-0.8917,119.8707,78.4,75,100,1.48,overcast clouds,2021-01-24 23:39:38
279,Palmer,US,42.1584,-72.3287,21.99,42,20,10.36,few clouds,2021-01-24 23:36:29
280,Hithadhoo,MV,-0.6,73.0833,81.63,70,100,3.53,overcast clouds,2021-01-24 23:39:38
281,Aswan,EG,24.0934,32.907,54.27,39,0,9.69,clear sky,2021-01-24 23:39:38
282,North Bend,US,43.4065,-124.2243,45.0,81,90,13.8,overcast clouds,2021-01-24 23:39:38
283,Taoudenni,ML,22.6783,-3.9836,67.86,23,56,9.15,broken clouds,2021-01-24 23:36:46
284,Lavrentiya,RU,65.5833,-171.0,2.79,91,100,1.05,overcast clouds,2021-01-24 23:39:39
285,Walla Walla,US,46.0646,-118.343,35.01,75,75,4.61,fog,2021-01-24 23:39:39
286,Iquitos,PE,-3.7481,-73.2472,84.2,70,40,4.61,scattered clouds,2021-01-24 23:39:39
287,San Francisco,US,37.7749,-122.4194,51.8,71,90,11.5,moderate rain,2021-01-24 23:39:39
288,Timra,SE,62.487,17.3257,26.6,93,90,3.33,overcast clouds,2021-01-24 23:39:39
289,Memari,IN,23.2,88.1167,62.6,88,0,1.34,mist,2021-01-24 23:37:11
290,Vila Franca Do Campo,PT,37.7167,-25.4333,64.0,94,75,17.27,broken clouds,2021-01-24 23:36:32
291,Touros,BR,-5.1989,-35.4608,77.0,88,75,9.22,broken clouds,2021-01-24 23:39:40
292,Codrington,AU,-38.2667,141.9667,72.7,52,83,0.74,broken clouds,2021-01-24 23:37:05
293,San Patricio,US,28.017,-97.5169,77.0,83,90,21.85,overcast clouds,2021-01-24 23:39:40
294,Douai,FR,50.3333,3.1667,35.6,93,90,8.05,overcast clouds,2021-01-24 23:39:40
295,Sebinkarahisar,TR,40.2883,38.4236,18.0,83,77,3.42,broken clouds,2021-01-24 23:39:40
296,Severo-Kurilsk,RU,50.6789,156.125,18.63,95,100,19.39,light snow,2021-01-24 23:36:20
297,Dunmore East,IE,52.1514,-6.9861,32.0,88,6,5.99,clear sky,2021-01-24 23:39:41
298,Mocuba,MZ,-16.8392,36.9856,74.95,81,95,3.06,overcast clouds,2021-01-24 23:39:41
299,Kloulklubed,PW,7.0419,134.2556,82.4,69,75,9.22,broken clouds,2021-01-24 23:37:04
300,Naze,JP,28.3667,129.4833,66.2,77,75,13.8,broken clouds,2021-01-24 23:31:46
301,San Cristobal,VE,7.7669,-72.225,80.6,69,40,4.61,scattered clouds,2021-01-24 23:37:40
302,Lasa,IT,46.6166,10.7002,19.99,71,30,2.08,scattered clouds,2021-01-24 23:39:41
303,Sosnovka,RU,56.255,51.2842,34.0,96,100,8.99,overcast clouds,2021-01-24 23:39:42
304,Rocha,UY,-34.4833,-54.3333,69.03,94,0,6.33,clear sky,2021-01-24 23:39:42
305,Port Blair,IN,11.6667,92.75,73.18,70,34,8.95,scattered clouds,2021-01-24 23:39:42
306,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,69,90,17.27,overcast clouds,2021-01-24 23:39:42
307,Concordia,AR,-31.393,-58.0209,93.2,38,40,9.22,scattered clouds,2021-01-24 23:39:42
308,Saint-Philippe,RE,-21.3585,55.7679,78.8,73,0,3.44,light rain,2021-01-24 23:39:43
309,Aljustrel,PT,37.8776,-8.1652,53.6,100,75,6.91,broken clouds,2021-01-24 23:39:43
310,Constitucion,CL,-35.3333,-72.4167,58.15,81,15,11.43,few clouds,2021-01-24 23:36:33
311,Mucurapo,TT,10.6667,-61.5333,78.8,73,20,5.75,few clouds,2021-01-24 23:39:43
312,Mana,GF,5.6592,-53.7767,76.8,80,83,10.4,broken clouds,2021-01-24 23:39:43
313,Evensk,RU,61.95,159.2333,-18.44,78,3,12.35,clear sky,2021-01-24 23:36:32
314,Ravenna,IT,44.4167,11.9833,39.2,81,4,4.61,clear sky,2021-01-24 23:39:43
315,Katherine,AU,-14.4667,132.2667,78.8,83,75,9.22,broken clouds,2021-01-24 23:37:07
316,Yakima,US,46.4665,-120.6678,32.0,80,90,2.48,light snow,2021-01-24 23:39:44
317,Alta Floresta,BR,-9.8756,-56.0861,75.2,84,85,1.88,overcast clouds,2021-01-24 23:39:44
318,Impfondo,CG,1.6381,18.0667,72.64,83,92,4.23,overcast clouds,2021-01-24 23:39:44
319,Djambala,CG,-2.5447,14.7533,68.5,84,100,3.24,overcast clouds,2021-01-24 23:39:44
320,Pachino,IT,36.7186,15.0907,51.8,82,20,18.41,few clouds,2021-01-24 23:39:44
321,Ancud,CL,-41.8697,-73.8203,62.6,55,75,4.61,broken clouds,2021-01-24 23:39:44
322,Ilulissat,GL,69.2167,-51.1,15.8,41,0,8.05,clear sky,2021-01-24 23:39:45
323,Udimskiy,RU,61.1417,45.9144,33.19,97,100,9.08,overcast clouds,2021-01-24 23:39:45
324,Magan,ES,39.9683,-3.931,48.99,76,95,3.0,overcast clouds,2021-01-24 23:39:45
325,Flin Flon,CA,54.7682,-101.865,-14.8,70,1,8.05,clear sky,2021-01-24 23:39:45
326,Jever,DE,53.5833,7.9,28.4,100,60,3.44,broken clouds,2021-01-24 23:39:45
327,Boguchany,RU,58.3814,97.4531,-6.2,89,100,3.6,overcast clouds,2021-01-24 23:39:46
328,Nome,US,64.5011,-165.4064,15.8,86,90,4.61,mist,2021-01-24 23:37:07
329,Lompoc,US,34.6391,-120.4579,53.6,66,90,11.5,overcast clouds,2021-01-24 23:36:56
330,Kodinsk,RU,58.6881,99.1844,-4.36,90,100,1.12,overcast clouds,2021-01-24 23:39:46
331,Sitka,US,57.0531,-135.33,39.2,81,40,2.06,scattered clouds,2021-01-24 23:39:46
332,Atikokan,CA,48.7555,-91.6216,-5.26,91,98,5.75,overcast clouds,2021-01-24 23:37:12
333,Camopi,GF,3.1655,-52.3158,72.0,98,100,2.24,overcast clouds,2021-01-24 23:39:46
334,Srednekolymsk,RU,67.45,153.6833,-27.78,85,100,7.76,overcast clouds,2021-01-24 23:39:47
335,Vallenar,CL,-28.5708,-70.7581,69.94,50,70,3.69,broken clouds,2021-01-24 23:39:47
336,Port-Gentil,GA,-0.7193,8.7815,80.6,89,40,4.61,scattered clouds,2021-01-24 23:39:47
337,Novominskaya,RU,46.3163,38.9586,34.45,87,100,8.03,overcast clouds,2021-01-24 23:39:47
338,Koutsouras,GR,35.0339,25.9469,62.01,69,67,20.47,broken clouds,2021-01-24 23:39:47
339,Moose Factory,CA,51.2585,-80.6094,1.4,60,90,4.61,overcast clouds,2021-01-24 23:39:47
340,Dossor,KZ,47.5272,52.9811,27.19,98,91,14.88,overcast clouds,2021-01-24 23:39:48
341,Karatau,KZ,43.1667,70.4667,12.04,95,95,0.81,overcast clouds,2021-01-24 23:38:15
342,Mitzic,GA,0.7821,11.549,69.19,97,91,3.33,overcast clouds,2021-01-24 23:39:48
343,Natal,BR,-5.795,-35.2094,77.0,88,40,11.5,scattered clouds,2021-01-24 23:35:59
344,Colares,PT,38.7992,-9.4469,59.0,100,100,17.0,overcast clouds,2021-01-24 23:39:48
345,Melilla,ES,35.2937,-2.9383,62.6,77,0,17.27,clear sky,2021-01-24 23:39:48
346,Malinovoye Ozero,RU,51.6753,79.7825,-29.06,84,37,4.92,scattered clouds,2021-01-24 23:39:48
347,Banamba,ML,13.55,-7.45,68.58,19,0,9.22,clear sky,2021-01-24 23:39:49
348,Preobrazheniye,RU,42.9019,133.9064,31.17,84,0,3.96,clear sky,2021-01-24 23:39:49
349,East Stroudsburg,US,40.9995,-75.1813,28.0,45,100,7.36,overcast clouds,2021-01-24 23:36:53
350,Novaya Igirma,RU,57.1334,103.9112,-6.83,90,100,0.76,overcast clouds,2021-01-24 23:39:49
351,Kismayo,SO,-0.3582,42.5454,77.32,82,89,15.66,overcast clouds,2021-01-24 23:39:49
352,Cairns,AU,-16.9167,145.7667,84.99,61,100,2.3,overcast clouds,2021-01-24 23:39:49
353,Wenatchee,US,47.4235,-120.3103,30.0,86,90,3.44,light snow,2021-01-24 23:39:49
354,Varkkallai,IN,8.7341,76.7067,78.8,73,20,7.81,mist,2021-01-24 23:39:50
355,Maraba,BR,-5.3686,-49.1178,77.0,100,20,2.24,few clouds,2021-01-24 23:39:50
356,Bethel,US,41.3712,-73.414,26.6,31,1,3.44,clear sky,2021-01-24 23:39:50
357,Loten,NO,60.8171,11.3376,25.0,94,59,2.44,broken clouds,2021-01-24 23:39:50
358,Fort Payne,US,34.4442,-85.7197,57.2,51,90,3.44,overcast clouds,2021-01-24 23:39:50
359,Boa Vista,BR,2.8197,-60.6733,82.4,69,40,8.05,scattered clouds,2021-01-24 23:36:23
360,Ponta Delgada,PT,37.7333,-25.6667,64.0,94,75,17.27,broken clouds,2021-01-24 23:37:22
361,Kidal,ML,18.4411,1.4078,62.92,20,1,11.92,clear sky,2021-01-24 23:36:26
362,Atambua,ID,-9.1061,124.8925,76.62,87,99,2.98,overcast clouds,2021-01-24 23:36:27
363,Leningradskaya,RU,46.3214,39.3877,33.8,89,100,7.7,overcast clouds,2021-01-24 23:39:51
364,Bambous Virieux,MU,-20.3428,57.7575,77.0,88,40,3.44,moderate rain,2021-01-24 23:39:51
365,Nyanza,RW,-2.3519,29.7509,66.2,77,75,2.64,broken clouds,2021-01-24 23:39:51
366,Aitape,PG,-3.1374,142.3475,84.04,70,39,2.51,scattered clouds,2021-01-24 23:39:52
367,Puerto Colombia,CO,10.9878,-74.9547,80.6,74,0,13.8,clear sky,2021-01-24 23:39:52
368,Amapa,BR,1.0,-52.0,73.06,96,35,2.82,light rain,2021-01-24 23:39:52
369,Ust-Kuyga,RU,70.0167,135.6,-45.56,76,99,4.79,overcast clouds,2021-01-24 23:39:52
370,Ahipara,NZ,-35.1667,173.1667,72.5,74,27,10.16,scattered clouds,2021-01-24 23:36:21
371,Finschhafen,PG,-6.6024,147.8681,86.23,66,99,9.62,overcast clouds,2021-01-24 23:39:52
372,Bafoulabe,ML,13.8065,-10.8321,72.54,16,4,5.84,clear sky,2021-01-24 23:39:52
373,Banjar,ID,-8.19,114.9675,77.0,94,40,3.44,scattered clouds,2021-01-24 23:39:53
374,College,US,64.8569,-147.8028,9.0,78,90,1.28,light snow,2021-01-24 23:39:53
375,Qaanaaq,GL,77.484,-69.3632,9.14,80,0,5.08,clear sky,2021-01-24 23:39:53
376,Ashtian,IR,34.5217,50.0019,30.02,74,0,5.95,clear sky,2021-01-24 23:39:53
377,Falam,MM,22.9167,93.6833,45.01,56,0,2.24,clear sky,2021-01-24 23:39:53
378,Pringsewu,ID,-5.3582,104.9744,74.48,90,96,0.69,overcast clouds,2021-01-24 23:39:53
379,Zheleznodorozhnyy,RU,55.7503,38.0042,37.4,93,20,6.71,light rain,2021-01-24 23:39:53
380,Zyryanka,RU,65.75,150.85,-27.4,85,100,1.77,overcast clouds,2021-01-24 23:39:54
381,Mumford,GH,5.2618,-0.759,77.97,86,43,7.0,scattered clouds,2021-01-24 23:39:54
382,Qui Nhon,VN,13.7667,109.2333,67.64,81,67,4.72,broken clouds,2021-01-24 23:38:02
383,Mount Isa,AU,-20.7333,139.5,87.8,48,91,8.05,overcast clouds,2021-01-24 23:36:19
384,Uusikaupunki,FI,60.8004,21.4084,32.0,100,90,6.91,light snow,2021-01-24 23:39:54
385,Mecca,SA,21.4267,39.8261,71.69,55,0,3.94,clear sky,2021-01-24 23:36:59
386,Kiunga,PG,-6.1219,141.2906,81.9,73,94,3.36,overcast clouds,2021-01-24 23:39:54
387,Megion,RU,61.0296,76.1136,-49.0,65,90,2.24,smoke,2021-01-24 23:39:55
388,Usinsk,RU,65.9939,57.5281,-6.27,91,100,14.67,light snow,2021-01-24 23:39:55
389,Gazli,UZ,40.1333,63.45,28.87,93,96,14.03,overcast clouds,2021-01-24 23:37:11
390,Caceres,ES,39.522,-6.3748,51.01,93,100,5.99,overcast clouds,2021-01-24 23:36:05
391,Dzilam Gonzalez,MX,21.2833,-88.9333,77.49,74,97,7.23,overcast clouds,2021-01-24 23:39:55
392,Muyezerskiy,RU,63.9333,31.65,34.65,97,100,5.91,light snow,2021-01-24 23:39:55
393,Norman Wells,CA,65.282,-126.8329,-11.2,77,75,4.61,broken clouds,2021-01-24 23:37:03
394,Flinders,AU,-34.5833,150.8552,82.99,74,69,1.99,broken clouds,2021-01-24 23:39:55
395,Oregon City,US,45.3573,-122.6068,39.99,93,90,3.44,light rain,2021-01-24 23:38:57
396,Zuwarah,LY,32.9312,12.082,58.95,55,50,11.25,scattered clouds,2021-01-24 23:39:56
397,Eureka,US,40.8021,-124.1637,46.0,81,100,8.01,overcast clouds,2021-01-24 23:36:37
398,Haines Junction,CA,60.7522,-137.5108,19.4,79,99,6.91,overcast clouds,2021-01-24 23:37:00
399,Vao,NC,-22.6667,167.4833,75.78,77,95,24.52,overcast clouds,2021-01-24 23:39:57
400,Cozumel,MX,20.5083,-86.9458,80.6,74,40,11.5,scattered clouds,2021-01-24 23:39:57
401,Macia,MZ,-25.0269,33.0989,73.51,96,100,6.31,moderate rain,2021-01-24 23:39:57
402,Salalah,OM,17.0151,54.0924,71.6,37,0,9.22,clear sky,2021-01-24 23:34:23
403,Portree,GB,57.4129,-6.1942,37.0,88,89,1.99,overcast clouds,2021-01-24 23:39:57
404,Mareeba,AU,-17.0,145.4333,84.99,61,99,2.3,overcast clouds,2021-01-24 23:39:57
405,Siwana,IN,25.6333,72.4167,48.9,45,0,6.91,clear sky,2021-01-24 23:39:58
406,Mulanje,MW,-16.0316,35.5,72.16,68,100,3.42,overcast clouds,2021-01-24 23:39:58
407,Svirstroy,RU,60.7999,33.7248,34.14,95,100,5.61,overcast clouds,2021-01-24 23:39:58
408,Poronaysk,RU,49.2167,143.1167,-7.73,82,0,5.61,clear sky,2021-01-24 23:39:58
409,Hovd,MN,48.0056,91.6419,1.6,65,84,9.57,broken clouds,2021-01-24 23:39:58
410,Ikryanoye,RU,46.0932,47.7308,32.0,86,75,11.18,broken clouds,2021-01-24 23:39:59
411,Coos Bay,US,43.3665,-124.2179,43.0,81,90,13.8,overcast clouds,2021-01-24 23:35:20
412,Rosetta,EG,31.4044,30.4164,51.8,87,0,2.3,clear sky,2021-01-24 23:39:59
413,Ugoofaaru,MV,5.6667,73.0,81.03,80,79,12.82,broken clouds,2021-01-24 23:39:59
414,Benghazi,LY,32.1167,20.0667,61.5,71,59,12.64,broken clouds,2021-01-24 23:39:59
415,Boca Do Acre,BR,-8.7522,-67.3978,74.77,89,100,1.9,overcast clouds,2021-01-24 23:39:59
416,Lazaro Cardenas,MX,17.9583,-102.2,79.16,71,88,4.94,overcast clouds,2021-01-24 23:40:00
417,Russell,US,32.3502,-85.1999,59.0,72,90,5.75,overcast clouds,2021-01-24 23:36:34
418,Dejen,ET,10.1667,38.1333,52.65,46,60,2.24,broken clouds,2021-01-24 23:40:00
419,Mazagao,BR,-0.115,-51.2894,82.4,89,75,6.91,broken clouds,2021-01-24 23:40:00
420,Aasiaat,GL,68.7098,-52.8699,8.49,82,0,4.29,clear sky,2021-01-24 23:40:00
421,Chaoyang,CN,41.5703,120.4586,21.97,90,62,1.97,broken clouds,2021-01-24 23:40:00
422,Upington,ZA,-28.4478,21.2561,80.6,57,23,5.75,few clouds,2021-01-24 23:40:00
423,Paciran,ID,-6.8767,112.3761,77.14,88,99,9.06,heavy intensity rain,2021-01-24 23:40:01
424,Port Lincoln,AU,-34.7333,135.8667,68.45,82,100,8.3,light rain,2021-01-24 23:40:01
425,Sao Filipe,CV,14.8961,-24.4956,71.71,68,0,3.6,clear sky,2021-01-24 23:36:30
426,Portland,US,45.5234,-122.6762,39.2,87,90,3.44,light rain,2021-01-24 23:32:42
427,Khani,GE,41.9563,42.9566,46.4,34,0,10.36,clear sky,2021-01-24 23:40:01
428,Tymovskoye,RU,50.8456,142.655,-15.12,82,3,4.41,clear sky,2021-01-24 23:36:47
429,Grindavik,IS,63.8424,-22.4338,26.6,74,0,18.41,clear sky,2021-01-24 23:36:42
430,Smoky Lake,CA,54.1169,-112.4686,-5.8,71,100,10.36,overcast clouds,2021-01-24 23:39:03
431,Sanary-Sur-Mer,FR,43.1178,5.8001,53.01,72,54,21.0,broken clouds,2021-01-24 23:40:02
432,Vanimo,PG,-2.6741,141.3028,83.08,76,71,3.65,broken clouds,2021-01-24 23:37:19
433,Salina Cruz,MX,16.1667,-95.2,80.33,63,84,9.8,broken clouds,2021-01-24 23:39:07
434,Yar-Sale,RU,66.8333,70.8333,-32.06,80,100,11.61,overcast clouds,2021-01-24 23:40:04
435,Sungaipenuh,ID,-2.0833,101.3833,65.97,86,98,2.33,overcast clouds,2021-01-24 23:40:04
436,Puerto Escondido,MX,15.85,-97.0667,80.6,78,40,4.34,scattered clouds,2021-01-24 23:36:58
437,Joensuu,FI,62.6012,29.7632,34.0,100,90,8.05,light snow,2021-01-24 23:40:05
438,La Rioja,ES,42.25,-2.5,48.2,76,0,5.75,clear sky,2021-01-24 23:35:59
439,Pushkino,RU,56.0172,37.8667,37.4,87,100,11.18,light rain,2021-01-24 23:40:05
440,Sovetskiy,RU,61.3614,63.5842,-16.69,88,100,5.32,overcast clouds,2021-01-24 23:40:05
441,Manuk Mangkaw,PH,4.8,119.85,82.29,77,100,13.24,overcast clouds,2021-01-24 23:40:05
442,Nemuro,JP,43.3236,145.575,29.17,94,2,12.64,clear sky,2021-01-24 23:37:20
443,Batemans Bay,AU,-35.7167,150.1833,87.01,42,22,9.64,few clouds,2021-01-24 23:40:05
444,Villazon,BO,-22.0866,-65.5942,53.53,69,59,10.51,broken clouds,2021-01-24 23:40:06
445,Norsup,VU,-16.0667,167.3833,83.57,74,90,7.0,moderate rain,2021-01-24 23:37:06
446,Kyaikkami,MM,16.08,97.5675,71.26,72,11,5.61,few clouds,2021-01-24 23:40:06
447,Bunia,CD,1.5667,30.25,67.48,72,88,1.79,overcast clouds,2021-01-24 23:36:50
448,Muros,ES,42.7762,-9.0603,55.99,94,100,5.99,overcast clouds,2021-01-24 23:36:41
449,Sistranda,NO,63.7256,8.834,32.0,86,0,13.8,clear sky,2021-01-24 23:40:06
450,Bilma,NE,18.6853,12.9164,59.34,26,0,8.23,clear sky,2021-01-24 23:40:07
451,Kropotkin,RU,45.4375,40.5756,35.01,83,100,3.24,overcast clouds,2021-01-24 23:40:07
452,Gannan,CN,47.9147,123.5031,-4.86,86,59,10.02,broken clouds,2021-01-24 23:40:07
453,Dunmore Town,BS,25.5,-76.65,72.61,85,51,16.42,broken clouds,2021-01-24 23:40:07
454,Xinyu,CN,27.8043,114.9334,51.89,85,94,7.7,overcast clouds,2021-01-24 23:40:07
455,Roswell,US,34.0232,-84.3616,57.0,54,90,6.91,overcast clouds,2021-01-24 23:33:43
456,Zhigansk,RU,66.7697,123.3711,-56.24,60,59,7.58,broken clouds,2021-01-24 23:37:03
457,Bahir Dar,ET,11.5936,37.3908,64.15,60,69,2.06,broken clouds,2021-01-24 23:40:08
458,Huadian,CN,42.9633,126.7478,21.04,94,0,3.06,clear sky,2021-01-24 23:40:08
459,Vila,PT,42.0304,-8.1588,48.0,95,100,5.01,light rain,2021-01-24 23:36:40
460,Lakatoro,VU,-16.0999,167.4164,83.59,74,90,6.87,heavy intensity rain,2021-01-24 23:40:08
461,Kon Tum,VN,14.35,108.0,64.67,85,10,1.54,clear sky,2021-01-24 23:40:08
462,Sabha,LY,27.0377,14.4283,49.71,47,0,3.87,clear sky,2021-01-24 23:40:08
463,Birao,CF,10.2849,22.7882,73.56,21,41,7.07,scattered clouds,2021-01-24 23:35:59
464,Kavieng,PG,-2.5744,150.7967,84.61,68,58,5.79,broken clouds,2021-01-24 23:35:48
465,Coracao De Maria,BR,-12.2333,-38.75,71.98,88,100,7.34,overcast clouds,2021-01-24 23:40:09
466,Itarema,BR,-2.9248,-39.9167,80.71,77,100,14.03,overcast clouds,2021-01-24 23:37:00
467,Ndende,GA,-2.4008,11.3581,72.36,96,77,1.12,broken clouds,2021-01-24 23:40:09
468,Teberda,RU,43.4456,41.7448,32.22,74,100,9.17,overcast clouds,2021-01-24 23:40:09
469,Mehamn,NO,71.0357,27.8492,22.42,95,98,19.46,light snow,2021-01-24 23:36:31
470,Itaituba,BR,-4.2761,-55.9836,75.18,92,39,2.19,moderate rain,2021-01-24 23:40:09
471,Muli,MV,2.9167,73.5667,81.23,78,100,15.08,overcast clouds,2021-01-24 23:40:10
472,Qaqortoq,GL,60.7167,-46.0333,28.4,29,0,31.07,clear sky,2021-01-24 23:40:10
473,Uvira,CD,-3.4067,29.1458,72.79,69,100,1.45,moderate rain,2021-01-24 23:40:10
474,Simbahan,PH,6.3032,120.5836,81.86,81,59,12.66,broken clouds,2021-01-24 23:40:10
475,Zhangjiakou,CN,40.81,114.8794,23.86,86,100,1.61,overcast clouds,2021-01-24 23:40:10
476,Mercedes,AR,-34.6515,-59.4307,86.0,60,0,1.99,clear sky,2021-01-24 23:40:10
477,Pedernales,DO,18.0384,-71.744,76.71,68,73,2.66,broken clouds,2021-01-24 23:37:13
478,Mazamet,FR,43.49,2.373,46.0,93,90,11.5,light rain,2021-01-24 23:40:11
479,Borba,BR,-4.3878,-59.5939,75.72,96,100,1.1,light rain,2021-01-24 23:40:11
480,Morgan City,US,29.6994,-91.2068,72.0,88,75,8.05,broken clouds,2021-01-24 23:40:11
481,Havoysund,NO,70.9963,24.6622,15.8,73,75,9.22,broken clouds,2021-01-24 23:40:11
482,Salamiyah,SY,35.0113,37.0532,40.33,66,0,3.04,clear sky,2021-01-24 23:40:11
483,Hofn,IS,64.2539,-15.2082,27.1,89,1,22.35,clear sky,2021-01-24 23:36:08
484,Banyo,CM,6.75,11.8167,63.63,33,41,3.53,scattered clouds,2021-01-24 23:40:12
485,Manzanillo,CU,20.3433,-77.1167,76.14,74,20,9.93,few clouds,2021-01-24 23:40:12
486,Kununurra,AU,-15.7667,128.7333,80.6,94,100,3.18,overcast clouds,2021-01-24 23:40:12
487,Soyo,AO,-6.1349,12.3689,78.96,83,100,7.96,overcast clouds,2021-01-24 23:40:12
488,Meulaboh,ID,4.1363,96.1285,76.17,86,94,4.05,overcast clouds,2021-01-24 23:40:12
489,Wick,GB,58.4333,-3.0833,35.6,93,75,13.8,broken clouds,2021-01-24 23:40:12
490,Komsomolskiy,UZ,40.4272,71.7189,24.8,63,7,4.61,clear sky,2021-01-24 23:36:32
491,Rusape,ZW,-18.5278,32.1284,63.5,95,100,9.37,light rain,2021-01-24 23:40:13
492,Wangqing,CN,43.3218,129.7634,20.68,92,0,1.5,clear sky,2021-01-24 23:40:13
493,Kawalu,ID,-7.3817,108.2082,74.05,84,100,2.82,overcast clouds,2021-01-24 23:40:13
494,Fuling,CN,29.7022,107.3919,49.5,89,100,2.28,overcast clouds,2021-01-24 23:40:13
495,Murmashi,RU,68.8154,32.8115,10.4,85,75,2.24,broken clouds,2021-01-24 23:40:13
496,Nanakuli,US,21.3906,-158.1547,82.4,61,1,9.22,clear sky,2021-01-24 23:40:13
497,Boshkengash,TJ,38.4661,68.8053,21.2,86,71,2.24,mist,2021-01-24 23:40:13
498,Morondava,MG,-20.2833,44.2833,78.12,77,100,6.91,overcast clouds,2021-01-24 23:40:14
499,Puerto Asis,CO,0.5133,-76.5007,74.44,94,61,0.25,broken clouds,2021-01-24 23:40:14
500,Cayenne,GF,4.9333,-52.3333,78.8,78,75,3.44,broken clouds,2021-01-24 23:35:56
501,Bodden Town,KY,19.2833,-81.25,80.6,78,20,13.8,few clouds,2021-01-24 23:40:14
502,Kamaishi,JP,39.2667,141.8833,21.2,86,0,6.91,clear sky,2021-01-24 23:36:20
503,Iqaluit,CA,63.7506,-68.5145,-0.4,78,1,6.96,clear sky,2021-01-24 23:36:38
504,Pangnirtung,CA,66.1451,-65.7125,14.04,79,3,3.65,clear sky,2021-01-24 23:40:14
505,Necochea,AR,-38.5473,-58.7368,80.01,58,48,18.84,scattered clouds,2021-01-24 23:37:20
506,Rio Grande,BR,-32.035,-52.0986,75.0,88,1,3.0,clear sky,2021-01-24 23:40:15
507,Hay River,CA,60.8156,-115.7999,-18.4,69,8,3.44,clear sky,2021-01-24 23:40:15
508,Vieste,IT,41.8825,16.175,51.17,68,78,29.26,broken clouds,2021-01-24 23:40:15
509,Scarborough,GB,54.2797,-0.4044,30.0,85,25,9.22,scattered clouds,2021-01-24 23:33:30
510,Riberalta,BO,-10.9833,-66.1,73.63,97,92,1.9,overcast clouds,2021-01-24 23:40:15
511,Loukhi,RU,66.0764,33.0381,22.35,98,95,6.98,light snow,2021-01-24 23:40:15
512,Ponta Pora,BR,-22.5361,-55.7256,68.99,95,100,7.47,moderate rain,2021-01-24 23:40:16
513,Khanpur,PK,28.6453,70.6567,44.44,56,0,3.02,clear sky,2021-01-24 23:40:16
514,Metro,ID,-5.1131,105.3067,75.92,92,99,3.02,overcast clouds,2021-01-24 23:40:16
515,Cumberland,US,35.0502,-78.8664,48.2,34,75,5.75,broken clouds,2021-01-24 23:40:16
516,Severobaykalsk,RU,55.65,109.3167,-1.01,82,100,6.22,overcast clouds,2021-01-24 23:40:16
517,Zhezkazgan,KZ,47.8043,67.7144,-1.79,89,81,3.49,broken clouds,2021-01-24 23:36:18
518,Dong Hoi,VN,17.4833,106.6,66.16,90,3,2.06,clear sky,2021-01-24 23:36:45
519,Elko,US,41.0002,-115.5012,32.0,80,1,13.8,clear sky,2021-01-24 23:40:17
